ip,country_code,region_code,city,zip_code,latitude,longitude,handle,name,last_changed,registration
246.118.223.74,,,,,0.0,0.0,NET-240-0-0-0-0,SPECIAL-IPV4-FUTURE-USE-IANA-RESERVED,2013-08-30,NA
104.70.146.177,US,MA,Cambridge,02142,42.3626,-71.0843,NET-104-64-0-0-1,AKAMAI,2014-04-22,2014-04-22
230.187.178.166,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
187.164.47.177,MX,GUA,Irapuato,36585,20.6833,-101.35,NET-187-0-0-0-1,LACNIC-187,2010-07-21,2007-09-28
163.90.173.232,FR,,,,48.8582,2.3387,NET-163-0-0-0-0,APNIC-ERX-163,2010-07-30,1993-05-01
116.11.252.113,CN,45,Nanning,,22.8167,108.3167,NET-116-0-0-0-1,APNIC-116,2010-07-30,2007-01-17
94.151.22.123,DK,,,,55.7123,12.0564,NET-94-0-0-0-1,94-RIPE,2009-05-18,2007-07-30
218.244.234.250,CN,11,Beijing,,39.9289,116.3883,NET-218-0-0-0-1,APNIC4,2010-07-30,2000-12-07
29.168.209.237,US,,,,37.751,-97.822,NET-29-0-0-0-1,DNIC-RNET-029-000,2012-11-08,1991-07-01
237.7.223.30,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
253.118.233.114,,,,,0.0,0.0,NET-240-0-0-0-0,SPECIAL-IPV4-FUTURE-USE-IANA-RESERVED,2013-08-30,NA
24.104.85.24,US,,,,37.751,-97.822,NET-24-104-85-0-1,BLCA-24-104-85-0,2005-05-25,2005-05-25
36.178.169.85,CN,,,,34.7725,113.7266,NET-36-0-0-0-1,APNIC-36,2011-04-12,2010-10-26
190.45.8.154,CL,RM,Santiago,,-33.4625,-70.6682,NET-190-0-0-0-1,NET190,2010-07-21,2005-06-17
12.184.128.86,US,TN,Memphis,38118,35.0387,-89.9276,NET-12-184-128-0-1,ATT-GOVE43-128,2004-06-18,2004-06-18
120.156.164.237,AU,WA,Joondalup,6027,-31.7445,115.7683,NET-120-0-0-0-1,APNIC-120,2010-07-30,2007-01-17
157.61.105.247,CN,44,Guangzhou,,23.1167,113.25,NET-157-61-0-0-1,APNIC-ERX-157-61-0-0,2010-11-17,2010-11-03
213.44.100.81,FR,NOR,Saint-Pierre-la-Garenne,27600,49.1465,1.3962,NET-213-0-0-0-1,RIPE-213,2009-03-25,NA
127.148.82.37,,,,,0.0,0.0,NET-127-0-0-0-1,SPECIAL-IPV4-LOOPBACK-IANA-RESERVED,2013-08-30,NA
213.73.130.202,NL,NH,Amsterdam,1055,52.3802,4.8524,NET-213-0-0-0-1,RIPE-213,2009-03-25,NA
150.117.94.29,TW,TAO,Bade District,,24.9298,121.2837,NET-150-0-0-0-0,APNIC-ERX-150,2010-07-30,1993-05-01
19.248.133.162,US,MI,Dearborn,48121,42.3223,-83.1763,NET-19-0-0-0-1,FINET,2010-05-07,1988-06-15
149.148.96.236,AT,9,Vienna,1100,48.2,16.3667,NET-149-148-0-0-1,RIPE-ERX-149-148-0-0,2003-10-15,2003-10-15
219.201.225.218,JP,11,Kodamacho-kodamaminami,367-0212,36.1833,139.1333,NET-219-0-0-0-1,APNIC5,2010-07-30,NA
91.202.220.166,RU,,,,55.7386,37.6068,NET-91-0-0-0-1,91-RIPE,2009-05-18,2005-06-30
93.86.235.113,RS,,Belgrade,,44.8186,20.4681,NET-93-0-0-0-1,93-RIPE,2009-05-18,2007-03-27
226.119.32.5,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
35.209.171.50,US,MI,Ann Arbor,48104,42.2734,-83.7133,NET-35-208-0-0-1,MICH-1,2017-03-21,1994-04-01
188.230.37.93,UA,68,Khmel'nyts'kyy,,49.4216,26.9965,NET-188-0-0-0-1,188-RIPE,2004-03-16,NA
46.150.22.120,UA,63,Kharkiv,,49.9808,36.2527,NET-46-0-0-0-0,46-RIPE,2009-09-30,2009-09-29
224.72.38.18,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
153.229.211.29,JP,13,,184-0013,35.6914,139.5011,NET-153-0-0-0-0,APNIC-ERX-153,2010-07-30,1993-05-01
238.100.101.32,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
109.128.135.110,BE,VLG,Bonheiden,2820,51.0226,4.5471,NET-109-0-0-0-1,109-RIPE,2009-05-18,2009-01-30
7.249.104.215,US,,,,37.751,-97.822,NET-7-0-0-0-1,DISANET7,2006-04-28,1997-11-24
161.45.190.111,US,TN,Murfreesboro,37132,35.8596,-86.4211,NET-161-45-0-0-1,MTSUNET,2012-01-19,1992-05-18
158.139.201.246,US,OK,Bartlesville,74004,36.7114,-95.894,NET-158-139-0-0-1,COP-158-139,2014-10-07,1992-03-10
188.45.175.125,AT,,,,48.2,16.3667,NET-188-0-0-0-1,188-RIPE,2004-03-16,NA
207.128.74.152,US,CA,Torrance,90501,33.8302,-118.3147,NET-207-128-0-0-1,HONDA-CIDR-1,2012-04-02,1996-05-06
196.171.67.65,TG,,,,8.0,1.1667,NET-196-0-0-0-0,NET196,2010-11-09,1993-05-01
30.86.76.174,US,,,,37.751,-97.822,NET-30-0-0-0-1,DNIC-NET-030,2009-06-19,1991-07-01
152.157.216.80,US,WA,Snohomish,98290,47.9402,-122.0062,NET-152-157-0-0-1,WSIPC-NET,2012-04-02,1992-11-30
69.198.152.72,US,MD,Brentwood,20722,38.9339,-76.9506,NET-69-198-0-0-1,CBEY-69-198-0-0,2012-03-02,2008-03-10
12.69.222.9,US,,,,37.751,-97.822,NET-12-69-222-0-1,SCOTTRAD61-222,2010-02-06,2010-02-06
193.99.44.251,DE,,,,51.2993,9.491,NET-193-0-0-0-1,RIPE-CBLK,2009-03-25,1992-08-12
182.230.232.210,KR,41,Namyangju,,37.6367,127.2142,NET-182-0-0-0-0,APNIC-182,2010-07-30,2009-08-03
71.167.169.105,US,,,,37.751,-97.822,NET-71-161-224-0-1,VIS-BLOCK,2016-08-18,2005-06-01
146.28.174.153,US,CA,San Ramon,94583,37.7806,-121.9904,NET-146-22-0-0-1,CHEVRON,2016-04-13,1991-01-18
152.17.206.117,US,NC,Winston-Salem,27109,36.0864,-80.2636,NET-152-17-0-0-1,WAKE-FOREST,2012-04-02,1992-01-10
234.67.129.43,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
253.168.123.37,,,,,0.0,0.0,NET-240-0-0-0-0,SPECIAL-IPV4-FUTURE-USE-IANA-RESERVED,2013-08-30,NA
159.231.123.246,CA,ON,Toronto,m5g 2c9,43.6564,-79.386,NET-159-231-0-0-1,CIBC,2011-07-25,1992-06-11
173.130.199.56,US,,,,37.751,-97.822,NET-173-130-0-0-1,SPRINT-173-130-0-0,2016-08-12,2016-08-12
75.220.209.17,US,,,,37.751,-97.822,NET-75-192-0-0-1,WIRELESSDATANEWORK,2012-03-02,2006-01-18
238.123.3.168,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
217.103.76.70,NL,GE,Doetinchem,7001,51.9661,6.2913,NET-217-0-0-0-1,217-RIPE,2009-03-25,2000-06-05
163.254.11.60,US,CA,Sunnyvale,94089,37.4249,-122.0074,NET-163-254-0-0-1,THAAD,1992-10-23,1992-10-23
152.231.252.244,CR,SJ,San José,,9.9333,-84.0833,NET-152-231-0-0-1,LACNIC-ERX-152-231-0-0,2010-11-17,2010-11-03
72.192.64.15,US,OK,Bixby,74008,35.9221,-95.8776,NET-72-192-64-0-1,NETBLK-OK-RDC-72-192-64-0,2005-11-10,2005-11-10
79.182.54.220,IL,M,Lod,,31.9339,34.9856,NET-79-0-0-0-1,79-RIPE,2009-05-18,2006-08-29
28.28.150.85,US,,,,37.751,-97.822,NET-28-0-0-0-1,DNIC-NET-028,2009-03-23,1996-03-11
36.60.54.178,CN,34,Hefei,,31.8639,117.2808,NET-36-0-0-0-1,APNIC-36,2011-04-12,2010-10-26
6.44.73.112,US,AZ,Fort Huachuca,85613,31.5273,-110.3607,NET-6-0-0-0-1,CONUS-YPG-NET,2011-02-24,1994-02-01
62.81.72.212,ES,,,,40.4172,-3.684,NET-62-0-0-0-1,RIPE-C3,2009-03-25,1997-04-25
249.233.167.234,,,,,0.0,0.0,NET-240-0-0-0-0,SPECIAL-IPV4-FUTURE-USE-IANA-RESERVED,2013-08-30,NA
87.163.225.62,DE,,,,51.2993,9.491,NET-87-0-0-0-1,87-RIPE,2009-05-18,2004-04-01
200.224.58.32,BR,,,,-22.8305,-43.2192,NET-200-0-0-0-1,LACNIC-200,2010-07-21,2002-07-27
219.167.138.221,JP,11,Saitama,330-0063,35.8569,139.6489,NET-219-0-0-0-1,APNIC5,2010-07-30,NA
182.13.8.46,ID,,,,-6.175,106.8286,NET-182-0-0-0-0,APNIC-182,2010-07-30,2009-08-03
224.163.145.83,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
124.216.250.89,KR,31,Ulsan,,35.5372,129.3167,NET-124-0-0-0-1,APNIC-124,2010-07-30,2005-01-27
204.155.185.210,US,VA,Norfolk,23504,36.8635,-76.2623,NET-204-155-176-0-1,NSU-204,2017-04-05,1994-11-07
103.53.24.223,AF,,,,33.0,65.0,NET-103-0-0-0-1,APNIC-103,2011-02-10,2011-01-09
20.11.161.47,US,VA,Falls Church,22042,38.864,-77.1922,NET-20-0-0-0-1,CSC,2017-02-22,1989-09-03
48.242.237.7,US,NJ,Newark,07102,40.7355,-74.1741,NET-48-0-0-0-1,PRU48,2012-04-02,1990-12-07
48.193.214.119,US,NJ,Newark,07102,40.7355,-74.1741,NET-48-0-0-0-1,PRU48,2012-04-02,1990-12-07
176.235.11.110,TR,,,,41.0214,28.9948,NET-176-0-0-0-0,RIPE-176,2010-05-18,1993-05-01
134.40.213.90,US,CA,Santa Clara,95051,37.3501,-121.9854,NET-134-40-0-0-1,AGILENT-B-5,2012-03-20,1992-06-02
96.72.149.164,US,,,,37.751,-97.822,NET-96-72-144-0-1,CHAR-26-CBC,2017-06-09,2017-06-09
169.242.217.239,US,FL,Orange Park,32003,30.0966,-81.719,NET-169-242-0-0-1,BAC-169-242-0-0-1,2012-02-24,1995-10-05
236.172.112.161,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
56.127.219.183,US,NC,Raleigh,27668,35.7977,-78.6253,NET-56-0-0-0-1,USPS1,2006-03-03,1992-11-02
131.199.71.175,US,IA,Cedar Rapids,52498,42.0794,-91.5992,NET-131-199-0-0-1,C-NET-BLK-2,2017-01-13,1989-01-09
115.147.199.27,PH,03,Quezon,3113,15.5512,120.8147,NET-115-0-0-0-1,APNIC-115,2010-07-30,2007-10-29
132.110.156.149,US,AZ,Fort Huachuca,85613,31.5273,-110.3607,NET-132-110-0-0-1,ARNG-CONC4,2017-05-23,1990-03-05
177.212.156.134,BR,SP,São Paulo,,-23.5733,-46.6417,NET-177-0-0-0-0,LACNIC-177,2010-07-21,1993-05-01
65.39.77.205,FR,,,,48.8582,2.3387,NET-65-39-64-0-1,RIPE,2016-02-22,2016-02-22
137.141.78.219,US,NY,Oneonta,13820,42.4867,-75.0397,NET-137-141-0-0-1,SUC-ONEONTA,2000-10-30,1989-11-29
172.54.36.204,US,,,,37.751,-97.822,NET-172-32-0-0-1,TMO9,2012-09-18,2012-09-18
21.132.106.192,US,,,,37.751,-97.822,NET-21-0-0-0-1,DNIC-SNET-021,2009-06-19,1991-07-01
234.114.200.172,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
211.144.17.233,CN,11,Beijing,,39.9289,116.3883,NET-211-0-0-0-1,NET-211,2010-08-02,1996-07-01
105.26.165.104,MU,PW,Curepipe,,-20.2439,57.4797,NET-105-0-0-0-1,AFRINIC-105,2010-11-19,2010-11-19
135.177.143.91,US,,,,37.751,-97.822,NET-135-172-0-0-1,ATT-135-172-179-B,2012-04-02,1996-04-30
174.122.74.77,US,TX,Dallas,75244,32.9299,-96.8353,NET-174-120-0-0-1,NETBLK-THEPLANET-BLK-16,2017-04-11,2009-03-23
143.13.216.155,US,OH,Cincinnati,45201,39.1271,-84.5144,NET-143-1-0-0-1,PGINTERNET143,2004-05-05,1990-08-05
193.112.13.204,GB,,,,51.4964,-0.1224,NET-193-0-0-0-1,RIPE-CBLK,2009-03-25,1992-08-12
13.151.46.84,US,CT,Norwalk,06850,41.1271,-73.4416,NET-13-144-0-0-1,XEROX-NET,2015-12-28,1986-04-25
29.186.79.231,US,,,,37.751,-97.822,NET-29-0-0-0-1,DNIC-RNET-029-000,2012-11-08,1991-07-01
239.140.30.8,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
215.138.182.11,US,,,,37.751,-97.822,NET-215-0-0-0-1,DNIC-NET-215,2011-06-21,1998-06-05
121.197.164.152,CN,33,Hangzhou,,30.2936,120.1614,NET-121-0-0-0-1,APNIC-121,2010-07-30,2006-01-06
85.21.150.224,RU,TUL,Tula,300057,54.2044,37.6111,NET-85-0-0-0-1,85-RIPE,2009-05-18,2004-04-01
198.116.106.178,US,AL,Huntsville,35812,34.7304,-86.5859,NET-198-116-0-0-1,NETBLK-NSI,2008-10-07,1993-03-26
125.58.204.242,CN,21,Daqing,,41.7239,123.2017,NET-125-0-0-0-1,APNIC-125,2010-07-30,2005-01-27
59.162.214.144,IN,,,,20.0,77.0,NET-59-0-0-0-1,APNIC-59,2010-07-30,2004-05-04
147.190.66.233,US,NJ,Parsippany,07054,40.8597,-74.4027,NET-147-190-0-0-1,DBIPNET5-NET-147-190-0-0,2016-01-07,1991-07-08
49.17.64.202,KR,,,,37.5112,126.9741,NET-49-0-0-0-0,APNIC-49,2010-08-16,2010-08-12
41.253.174.207,LY,,,,25.0,17.0,NET-41-0-0-0-1,NET41,2010-11-09,2005-04-12
117.11.123.169,CN,12,Tianjin,,39.1422,117.1767,NET-117-0-0-0-1,APNIC-117,2010-07-30,2007-01-17
189.71.224.138,BR,SE,Aracaju,,-10.9167,-37.0667,NET-189-0-0-0-1,NET189,2010-07-21,2005-06-17
80.192.108.134,GB,ENG,Billingham,TS23,54.6,-1.3,NET-80-0-0-0-1,80-RIPE,2009-03-25,NA
133.43.225.221,JP,13,Tokyo,100-0001,35.6427,139.7677,NET-133-0-0-0-1,JAPAN-INET,2013-01-14,1997-03-01
193.51.56.170,FR,IDF,Chilly-Mazarin,91380,48.7149,2.3164,NET-193-0-0-0-1,RIPE-CBLK,2009-03-25,1992-08-12
141.142.84.151,US,IL,Urbana,61801,40.1095,-88.2123,NET-141-142-0-0-1,NCSANET,2003-11-05,1990-03-26
50.183.155.202,US,CO,Denver,80208,39.7392,-104.9847,NET-50-183-0-0-1,COLORADO-31,2013-09-27,2013-09-27
221.237.217.31,CN,51,Chengdu,,30.6667,104.0667,NET-221-0-0-0-1,APNIC7,2010-07-30,NA
14.107.133.192,CN,50,Chongqing,,29.5628,106.5528,NET-14-0-0-0-1,APNIC-14,2010-07-30,2008-01-22
232.128.93.167,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
226.250.41.252,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
199.66.127.102,US,KS,Beloit,67420,39.4073,-98.0881,NET-199-66-120-0-1,NTW-ORG-4,2017-06-02,2012-01-04
36.165.33.188,CN,,,,34.7725,113.7266,NET-36-0-0-0-1,APNIC-36,2011-04-12,2010-10-26
196.189.199.227,ET,,,,8.0,38.0,NET-196-0-0-0-0,NET196,2010-11-09,1993-05-01
241.24.234.55,,,,,0.0,0.0,NET-240-0-0-0-0,SPECIAL-IPV4-FUTURE-USE-IANA-RESERVED,2013-08-30,NA
33.175.245.106,US,,,,37.751,-97.822,NET-33-0-0-0-1,DISN-IP-LEGACY,2013-09-11,1991-01-01
48.216.12.220,US,NJ,Newark,07102,40.7355,-74.1741,NET-48-0-0-0-1,PRU48,2012-04-02,1990-12-07
3.182.111.69,US,CT,Fairfield,06828,41.1412,-73.2637,NET-3-0-0-0-1,GE-INTERNET,2008-03-28,1988-02-23
179.109.167.250,BR,MG,Para de Minas,,-19.8614,-44.6059,NET-179-0-0-0-1,LACNIC-179,2011-02-08,2011-01-04
224.67.23.35,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
201.132.81.135,MX,VER,Ixhuatlan de Madero,92680,20.7,-98.0167,NET-201-0-0-0-1,LACNIC-201,2010-07-21,2003-04-03
184.64.252.29,CA,AB,Calgary,T2E,51.0876,-114.0214,NET-184-64-0-0-1,SHAW-COMM,2012-03-02,2010-01-15
136.105.242.95,US,MI,Dearborn,48121,42.3223,-83.1763,NET-136-64-0-0-1,FORD-NETS,2015-10-06,1989-08-22
113.145.48.35,JP,21,Inuyama,484-0081,35.3833,136.9333,NET-113-0-0-0-1,APNIC-113,2010-07-30,2008-05-27
117.73.11.131,CN,11,Beijing,,39.9289,116.3883,NET-117-0-0-0-1,APNIC-117,2010-07-30,2007-01-17
133.66.154.129,JP,,,,35.69,139.69,NET-133-0-0-0-1,JAPAN-INET,2013-01-14,1997-03-01
110.128.45.45,JP,,,,35.69,139.69,NET-110-0-0-0-1,APNIC-AP,2010-07-30,2008-11-12
205.115.80.179,US,VA,Virginia Beach,23459,36.9205,-76.0192,NET-205-56-0-0-1,NETBLK-NIC-BLK1,2011-06-21,1998-05-18
88.27.120.252,ES,MD,Madrid,28001,40.4167,-3.6838,NET-88-0-0-0-1,88-RIPE,2009-05-18,2004-04-01
10.66.255.65,,,,,0.0,0.0,NET-10-0-0-0-1,PRIVATE-ADDRESS-ABLK-RFC1918-IANA-RESERVED,2013-08-30,NA
100.46.149.241,US,,,,37.751,-97.822,NET-100-44-0-0-1,WAYPORT-100-44-NET,2012-06-25,2011-10-17
236.2.93.128,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
11.20.187.49,US,,,,37.751,-97.822,NET-11-0-0-0-1,DODIIS,2007-08-22,1984-01-19
80.89.21.214,DK,84,Vekso,3660,55.7547,12.2384,NET-80-0-0-0-1,80-RIPE,2009-03-25,NA
98.70.147.225,US,,,,37.751,-97.822,NET-98-70-128-0-1,BLS-98-70-128-0-1003020950,2010-03-03,2010-03-03
250.63.89.99,,,,,0.0,0.0,NET-240-0-0-0-0,SPECIAL-IPV4-FUTURE-USE-IANA-RESERVED,2013-08-30,NA
177.236.210.160,MX,,,,19.4371,-99.0111,NET-177-0-0-0-0,LACNIC-177,2010-07-21,1993-05-01
212.81.167.143,ES,,,,40.4172,-3.684,NET-212-0-0-0-1,RIPE-NCC-212,2009-03-25,1997-11-14
2.200.243.19,DE,,,,51.2993,9.491,NET-2-0-0-0-1,2-RIPE,2009-09-30,2009-09-29
243.93.51.191,,,,,0.0,0.0,NET-240-0-0-0-0,SPECIAL-IPV4-FUTURE-USE-IANA-RESERVED,2013-08-30,NA
117.134.230.134,CN,,,,34.7725,113.7266,NET-117-0-0-0-1,APNIC-117,2010-07-30,2007-01-17
237.147.23.216,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
50.223.151.35,US,,,,37.751,-97.822,NET-50-223-128-0-1,BOSTON-CDV-2,2014-06-19,2014-06-19
197.33.139.216,EG,C,Cairo,,30.0771,31.2859,NET-197-0-0-0-1,NET197,2010-11-09,2008-10-27
240.217.166.214,,,,,0.0,0.0,NET-240-0-0-0-0,SPECIAL-IPV4-FUTURE-USE-IANA-RESERVED,2013-08-30,NA
197.84.47.173,ZA,,,,-29.0,24.0,NET-197-0-0-0-1,NET197,2010-11-09,2008-10-27
168.77.229.47,PA,,,,9.0,-80.0,NET-168-77-0-0-1,LACNIC-ERX-168-77-0-0,2007-12-17,2003-08-20
189.18.240.209,BR,SP,São Paulo,,-23.5733,-46.6417,NET-189-0-0-0-1,NET189,2010-07-21,2005-06-17
176.206.193.45,IT,25,Castellucchio,46014,45.1504,10.6488,NET-176-0-0-0-0,RIPE-176,2010-05-18,1993-05-01
154.192.80.5,ZA,,,,-29.0,24.0,NET-154-0-0-0-0,NET154,2010-11-09,1993-05-01
237.116.94.103,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
237.55.91.127,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
226.153.128.71,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
146.216.137.78,CH,BS,Basel,4003,47.5584,7.5733,NET-146-216-0-0-1,RIPE-ERX-146-216-0-0,2004-02-04,2004-02-04
117.145.168.137,CN,,,,34.7725,113.7266,NET-117-0-0-0-1,APNIC-117,2010-07-30,2007-01-17
63.167.115.137,US,,,,37.751,-97.822,NET-63-160-0-0-1,SPRN-BLKS,2012-03-02,1999-12-03
202.160.10.58,BN,BM,Bandar Seri Begawan,,4.8833,114.9333,NET-202-0-0-0-1,APNIC-CIDR-BLK,2010-08-02,1994-04-05
183.52.231.52,CN,44,Guangzhou,,23.1167,113.25,NET-183-0-0-0-1,APNIC-183,2010-07-30,2009-04-30
98.167.201.51,US,AZ,Gilbert,85295,33.3528,-111.789,NET-98-167-128-0-1,NETBLK-PH-RDC-98-167-128-0,2008-07-28,2008-07-28
118.128.80.26,KR,11,Seoul,,37.5111,126.9743,NET-118-0-0-0-1,APNIC-118,2010-07-30,2007-01-17
21.71.159.72,US,,,,37.751,-97.822,NET-21-0-0-0-1,DNIC-SNET-021,2009-06-19,1991-07-01
16.78.173.230,US,CA,Palo Alto,94304,37.3762,-122.1826,NET-16-0-0-0-1,HPE-15,2017-06-07,1989-05-18
192.160.5.34,US,,,,37.751,-97.822,NET-192-160-5-0-1,ALCANET-TRE,1992-04-21,1992-04-21
236.99.165.185,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
124.117.57.124,CN,65,Ürümqi,,43.801,87.6005,NET-124-0-0-0-1,APNIC-124,2010-07-30,2005-01-27
19.34.72.21,US,MI,Dearborn,48121,42.3223,-83.1763,NET-19-0-0-0-1,FINET,2010-05-07,1988-06-15
153.100.37.192,DE,,,,51.2993,9.491,NET-153-0-0-0-0,APNIC-ERX-153,2010-07-30,1993-05-01
83.18.127.70,PL,,,,52.2394,21.0362,NET-83-0-0-0-1,83-RIPE,2004-03-16,2003-11-17
74.165.94.203,US,,,,37.751,-97.822,NET-74-160-0-0-1,BELLSNET-BLK17,2013-08-09,2006-10-30
195.83.20.254,FR,OCC,Ramonville-Saint-Agne,,43.5479,1.4708,NET-195-0-0-0-1,RIPE-CBLK3,2009-03-25,1996-03-25
28.234.189.48,US,,,,37.751,-97.822,NET-28-0-0-0-1,DNIC-NET-028,2009-03-23,1996-03-11
180.158.68.222,CN,31,Shanghai,,31.0456,121.3997,NET-180-0-0-0-1,APNIC-180,2010-07-30,2009-04-30
15.181.244.102,US,CA,Palo Alto,94304,37.3762,-122.1826,NET-15-104-0-0-1,HPE-15-Z-INTERNET,2017-06-07,1994-07-01
43.173.43.147,JP,13,Tokyo,100-0001,35.6427,139.7677,NET-43-0-0-0-1,APNIC-ERX-43,2013-01-14,1989-02-21
141.248.228.59,US,CA,San Diego,92131,32.8943,-117.0763,NET-141-248-0-0-1,GASD,2003-09-26,1990-03-26
36.152.60.144,CN,,,,34.7725,113.7266,NET-36-0-0-0-1,APNIC-36,2011-04-12,2010-10-26
87.213.229.107,NL,NB,Tilburg,5014,51.5671,5.093,NET-87-0-0-0-1,87-RIPE,2009-05-18,2004-04-01
1.192.92.127,CN,41,Zhengzhou,,34.6836,113.5325,NET-1-0-0-0-1,APNIC-1,2010-07-30,NA
237.129.69.214,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
23.10.197.189,US,MA,Cambridge,02142,42.3626,-71.0843,NET-23-0-0-0-1,AKAMAI,2012-03-02,2010-12-17
6.216.200.207,US,AZ,Fort Huachuca,85613,31.5273,-110.3607,NET-6-0-0-0-1,CONUS-YPG-NET,2011-02-24,1994-02-01
57.164.232.246,BE,,,,50.85,4.35,NET-57-0-0-0-1,RIPE-ERX-57,2014-10-14,1993-06-21
176.37.128.165,UA,30,Kiev,,50.4333,30.5167,NET-176-0-0-0-0,RIPE-176,2010-05-18,1993-05-01
213.83.45.37,DE,,,,51.2993,9.491,NET-213-0-0-0-1,RIPE-213,2009-03-25,NA
124.45.126.55,JP,13,Tokyo,100-0001,35.6427,139.7677,NET-124-0-0-0-1,APNIC-124,2010-07-30,2005-01-27
1.73.26.132,JP,13,Tokyo,100-0001,35.6427,139.7677,NET-1-0-0-0-1,APNIC-1,2010-07-30,NA
147.95.143.61,GR,,,,37.9667,23.7167,NET-147-93-0-0-1,RIPE-ERX-147-93-0-0,2003-10-08,2003-10-08
143.32.199.43,US,OH,Cincinnati,45201,39.1271,-84.5144,NET-143-1-0-0-1,PGINTERNET143,2004-05-05,1990-08-05
19.2.230.47,US,MI,Dearborn,48121,42.3223,-83.1763,NET-19-0-0-0-1,FINET,2010-05-07,1988-06-15
194.172.48.1,DE,,,,51.2993,9.491,NET-194-0-0-0-1,RIPE-CBLK2,2009-03-25,1993-07-21
51.127.202.169,GB,,,,51.4964,-0.1224,NET-51-0-0-0-1,RIPE-ERX-51,2013-01-14,1991-09-16
210.227.196.158,JP,,,,35.69,139.69,NET-210-0-0-0-1,APNIC-CIDR-BLK2,2010-08-02,1996-07-01
131.229.59.173,US,MA,Northampton,01063,42.3251,-72.6412,NET-131-229-0-0-1,SMITH,2007-03-15,1989-01-27
78.23.202.233,BE,VLG,Ghent,9031,51.05,3.7167,NET-78-0-0-0-1,78-RIPE,2009-05-18,2006-08-29
76.180.63.113,US,NY,Buffalo,14227,42.8854,-78.7503,NET-76-180-0-0-1,RRACI,2007-03-12,2006-07-26
60.249.201.20,TW,,,,23.5,121.0,NET-60-0-0-0-1,APNIC-60,2010-07-30,2003-04-06
127.6.205.127,,,,,0.0,0.0,NET-127-0-0-0-1,SPECIAL-IPV4-LOOPBACK-IANA-RESERVED,2013-08-30,NA
76.198.93.154,US,TX,Forney,75126,32.7482,-96.4719,NET-76-192-0-0-1,SBCIS-SBIS-6BLK,2012-03-02,2006-09-15
112.248.141.4,CN,37,Jinan,,36.6683,116.9972,NET-112-0-0-0-1,APNIC-112,2010-07-30,2008-05-27
168.211.40.97,US,VA,Arlington,22201,38.8865,-77.0969,NET-168-211-0-0-1,AFRINIC-168-211-0-0,2010-07-09,2010-07-09
70.234.42.215,US,,,,37.751,-97.822,NET-70-234-32-0-1,SBC07023403200020060113092231,2006-01-13,2006-01-13
174.148.38.24,US,,,,37.751,-97.822,NET-174-148-0-0-1,SPRINT-174-148-0-0,2016-08-18,2016-08-18
164.246.58.42,US,,,,37.751,-97.822,NET-164-227-0-0-2,DNIC-SUPERBLK1,2011-06-21,2004-04-29
31.233.28.207,DE,,,,51.2993,9.491,NET-31-0-0-0-1,RIPE-31,2010-05-18,NA
21.87.242.34,US,,,,37.751,-97.822,NET-21-0-0-0-1,DNIC-SNET-021,2009-06-19,1991-07-01
151.247.102.153,IR,,,,35.6961,51.4231,NET-151-0-0-0-0,RIPE-ERX-151,2009-05-18,1993-05-01
129.125.224.22,NL,GR,Groningen,9718,53.2167,6.55,NET-129-125-0-0-1,RN-ERX-129-125-0-0,2003-06-18,2003-01-10
142.150.7.226,CA,ON,Toronto,m5s 1c1,43.6629,-79.3987,NET-142-150-0-0-1,ERINDALE-NET,2009-04-24,1992-07-06
